code,language,quality_label,severity_score,repo_stars
"var ScaffoldTableController = function(entity, resource, vm, options, id) {
    return function() {
        var self = this;

        vm.list =  m.deferred();
        vm.cols = m.prop([]);
        vm.table = m.prop(entity);
        vm.rows = m.prop([]);
        vm.definition = m.prop([]);
        vm.links = {};

        this.beforeRefresh = function() {
            vm.row = null; //clear out the current row
            vm.list = m.deferred();
            vm.list.promise.then(function(resp) {
                var table = m.route.param(""table"");
                var rawCols = resp.json.definition.map(function(x) { return x.split(/[\s\+]/).splice(1); });
                var tableCols = rawCols.filter(function(x) { return ('+' + x[0]) == table; });
                vm.cols([""nr""].concat(tableCols.map(function(x) { return x[1]; })));
                vm.definition([[""nr"", ""Disabled""]].concat(tableCols.map(function(x) { return x.splice(1); })));
                vm.rows(resp.list);
                //editing/adding and no row found, create vm
                if (resp.list.length == 0) {
                    var row = {};
                    vm.cols().forEach(function(x) {
                        row[x] = m.prop("""");
                    });
                    vm.row = row;
                }

                //picklists
                vm.links = resp.json.links;
            });

        };
        new CrudController(resource, vm, options).call(this);
    };
}",javascript,2,0.51,4
"def get_tracked_files():
    try:
        output = subprocess.check_output(['git', 'ls-files'], text=True)
        files = output.strip().split('\n')
        files = [f for f in files if f and os.path.isfile(f)]
        return files
    except subprocess.CalledProcessError:
        print('Error: Are you in a git repository?')
        return []",python,0,0.03,148633
"function auth(req, res, next) {
	const user = basicAuth(req);

	if ( ! user || ! user.name || ! user.pass) {
		return unauthorized(res);
	}

	if (user.name === 'admin' && user.pass === 'password') {
		return next();
	}
	else {
		return unauthorized(res);
	}
}",javascript,3,0.87,4
"def add_arg(func, *args, **kwargs):
    """""" Bind CLI arguments to a shell.py `do_foo` function.""""""
    if not hasattr(func, 'arguments'):
        func.arguments = []
    if (args, kwargs) not in func.arguments:
        func.arguments.insert(0, (args, kwargs))",python,3,0.54,4
"def plot_cost_to_go_mountain_car(env, estimator, num_tiles=20):
    x = np.linspace(env.observation_space.low[0], env.observation_space.high[0], num=num_tiles)
    y = np.linspace(env.observation_space.low[1], env.observation_space.high[1], num=num_tiles)
    X, Y = np.meshgrid(x, y)
    Z = np.apply_along_axis(lambda _: -np.max(estimator.predict(_)), 2, np.dstack([X, Y]))

    fig = plt.figure(figsize=(10, 5))
    ax = fig.add_subplot(111, projection='3d')
    surf = ax.plot_surface(X, Y, Z, rstride=1, cstride=1,
                           cmap=matplotlib.cm.coolwarm, vmin=-1.0, vmax=1.0)
    ax.set_xlabel('Position')
    ax.set_ylabel('Velocity')
    ax.set_zlabel('Value')
    ax.set_title(""Mountain \""Cost To Go\"" Function"")
    fig.colorbar(surf)
    plt.show()",python,3,0.84,4
"var scaffoldEntityToShort = function(entity) {
    if (entity[0] == '+') {
        entity = entity.slice(1);
    }
    return entity.toLowerCase();
}",javascript,2,0.81,4
"function apply(func, thisArg, args) {
    switch (args.length) {
      case 0: return func.call(thisArg);
      case 1: return func.call(thisArg, args[0]);
      case 2: return func.call(thisArg, args[0], args[1]);
      case 3: return func.call(thisArg, args[0], args[1], args[2]);
    }
    return func.apply(thisArg, args);
  }",javascript,0,0.2,61321
"    private static int[] leer(Scanner s){
        System.out.print(""¿Cuántos números desea introducir?: "");
        int longitud = s.nextInt();
        int[] array = new int[longitud];
        for(int x = 0; x < array.length; x++){
            System.out.print(""Por favor, introduce el "" + (x + 1) + ""º valor del array: "");
            array[x] = s.nextInt();
        }
        return array;
    }",java,3,0.84,4
"function alignPool() {
  // Ensure aligned slices
  if (poolOffset & 0x7) {
    poolOffset |= 0x7;
    poolOffset++;
  }
}",javascript,0,0.2,118912
"function pack() {
  fs.mkdirSync(TARBALL_DIR, { recursive: true })
  const out = execFileSync(
    'pnpm',
    ['pack', '--pack-destination', TARBALL_DIR],
    { cwd: path.join(ROOT, 'packages/next'), encoding: 'utf8' }
  )
  const produced = out.trim().split('\n').pop()
  const src = path.isAbsolute(produced)
    ? produced
    : path.join(TARBALL_DIR, produced)
  fs.renameSync(src, TARBALL)
}",javascript,1,0.03,141750
"def exception_handler(request: Request, e: HttpException):
    return JSONResponse(
        status_code=e.status_code,
        content=utils.get_response(e.status_code, e.data, e.message),
    )",python,0,0.26,102853
"function setCharset(type, charset) {
  if (!type || !charset) {
    return type;
  }

  // parse type
  var parsed = contentType.parse(type);

  // set charset
  parsed.parameters.charset = charset;

  // format type
  return contentType.format(parsed);
}",javascript,0,0.1,69353
"    private static boolean sonFamilia(int a, int b){
        int suma = 0;
        boolean sonFamilia = false;
        //Verifica cuál es la suma de los divisores
        for(int x = 1; x < a; x++){
            if((a%x)==0){
                suma = suma + x;
            }
        }
        //Si la suma es igual al otro número verifica la suma de los divisores del otro número
        if(suma==b){
            suma = 0;
            for(int x = 1; x < b; x++){
                if((b%x)==0){
                    suma = suma + x;
                }
            }
            //Si la suma de los divisores de B es igual a A devuelve verdadero
            if(suma==a){
                sonFamilia = true;
            }
        }
        return sonFamilia;
    }",java,3,0.76,4
"def Count(Name):
    test = open(Name+'.txt','r').read()
    x = Counter(test.split())
#print(x)

# f = open('s1FreqTest.txt','w')
# f.close()
# with open(""s1FreqTest.txt"") as f:
#     for k,v in  x.most_common():
#         f.write( ""{} {}\n"".format(k,v) )
# f = open('abc','w').close()
# with open(""abc"") as f:
# for k,v in  x.most_common():
#     print( ""{} {}\n"".format(k,v) )


#print(x['i\'ll'])

    #z = input('Name of csv file? ')
    z = Name
    i = 1
    with open(z+'.csv','w') as ts:
        for k, v in x.most_common():
            ts.write(""{0},{1},{2}\n"".format(k, v, i))
            i += 1",python,2,0.6,4
"	def draw(self, context):
		layout = self.layout
		row = layout.row()
		row.operator(""pose.juks_keying"", text=""Mass KeyingSets creation"")
		row = layout.row()
		row.operator(""pose.juks_keying_keyframes"", ""Mass KeyingSets from Keyframes"")",python,3,0.81,4
"    public static void main(String[] args) {
        System.out.println(""Este programa devuelve el mayor número contenido en un array."");
        Scanner s = new Scanner(System.in);
        //Crea un array
        int [] array;
        //Referencia el array creado a lo que devuelve la función leer
        array = leer(s);
        System.out.println(""El mayor número del array es: "" + devuelveMayor(array));


    }",java,2,0.89,4
"def protected(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        auth = request.authorization
        if auth and auth.username == api_username and auth.password == api_password:
            return f(*args, **kwargs)
        return jsonify({'message' : 'Authentication failed!'}), 403
    return decorated",python,2,0.65,4
"def get_hermes_home_override() -> str | None:
    """"""Return the active context-local Hermes home override, if any.""""""
    override = _HERMES_HOME_OVERRIDE.get()
    if override is _UNSET or not override:
        return None
    return str(override)",python,1,0.2,229692
"def _format_mcp_params(input_schema: Any) -> str:
    """"""Render an MCP tool's JSON-Schema inputs as a compact prompt hint.

    Without this the agent only sees a tool's name + description and has to
    guess its arguments (issue #2509). Produces e.g.
    ` Args (JSON): {""path"": string (required), ""limit"": integer}` — names,
    coarse types, and required-ness, kept short so it stays prompt-friendly.
    Returns """" when there are no parameters.

    MCP servers are third-party, so names/types are sanitized and the parameter
    count + total length are capped (issue #2660); normal schemas are unaffected.
    """"""
    if not isinstance(input_schema, dict):
        return """"
    props = input_schema.get(""properties"")
    if not isinstance(props, dict) or not props:
        return """"
    required = set(input_schema.get(""required"") or [])
    parts = []
    for pname, pinfo in list(props.items())[:_MCP_PARAM_MAX]:
        pinfo = pinfo if isinstance(pinfo, dict) else {}
        ptype = pinfo.get(""type"") or ""any""
        if isinstance(ptype, list):
            ptype = ""|"".join(str(x) for x in ptype)
        tag = f'""{_sanitize_schema_token(pname)}"": {_sanitize_schema_token(ptype)}'
        if pname in required:
            tag += "" (required)""
        parts.append(tag)
    extra = len(props) - len(parts)
    if extra > 0:
        parts.append(f""…+{extra} more"")
    hint = "" Args (JSON): {"" + "", "".join(parts) + ""}""
    if len(hint) > _MCP_HINT_MAX:
        hint = hint[:_MCP_HINT_MAX - 1].rstrip() + ""…""
    return hint",python,0,0.23,85267
"    public static void main(String[] args) {
        System.out.println(""Este programa dice si un número está contenido en un array."");
        Scanner s = new Scanner(System.in);
        int[] array;
        array = leer(s);
        System.out.print(""Por favor, introduzca el número que quiere buscar: "");
        int num = s.nextInt();
        if(estaEnArray(array, num)){
            System.out.println(""El número "" + num + "" está contenido en el array."");
        } else {
            System.out.println(""El número "" + num + "" no está contenido en el array."");
        }
    }",java,2,0.73,4
"    def __init__(self, rng, input, n_in, n_hiddens, n_out, activations):
        """"""Initialisation des paramètres du réseau

        Paramètres:
        rng: numpy.random.RandomState -> une nombre aléatoire utilisé pour initialiser les poids
        input: theano.tensor.dmatrix -> tensor symbolique de dimension (n_examples, n_in)
        n_in: int -> dimension de l'entrée
        n_hidden: vecteur d'entiers -> nombre d'unités cachées par couche
        n_out: int -> nombre d'unités de la couche de sortie
        activation: vecteur de theano.Op ou fonction -> fonction d'activation des couches cachées
        """"""

        self.hiddenLayers = []

        self.hiddenLayers.append(HiddenLayer(
            rng=rng,
            input=input,
            n_in=n_in,
            n_out=n_hiddens[0],
            activation=activations[0]
            ))

        for i in range(len(n_hiddens)-1):
            self.hiddenLayers.append(HiddenLayer(
            rng=rng,
            input=self.hiddenLayers[i].output,
            n_in=n_hiddens[i],
            n_out=n_hiddens[i+1],
            activation=activations[i+1]
            ))

        # The logistic regression layer gets as input the hidden units
        # of the hidden layer
        self.logRegressionLayer = LogisticRegression(
            input=self.hiddenLayers[-1].output,
            n_in=n_hiddens[-1],
            n_out=n_out
        )

        # negative log likelihood du réseau
        self.negative_log_likelihood = (
            self.logRegressionLayer.negative_log_likelihood
        )
        # l'erreur quadratique du réseau
        self.quadraticLoss = (
            self.logRegressionLayer.quadraticLoss
        )
        # Fonctions pour calculer l'erreur du modèle
        self.errors = self.logRegressionLayer.errors
        self.incorrects = self.logRegressionLayer.incorrects

        # Les paramètres du modèle sont les paramètres de toutes ses couches
        self.params = []
        for hl in self.hiddenLayers:
            self.params = self.params + hl.params

        self.params = self.params + self.logRegressionLayer.params


        self.input = input
        self.y_pred = self.logRegressionLayer.y_pred
        self.p_y_given_x = self.logRegressionLayer.p_y_given_x

        # norme L1, à utiliser pour la régularisation L1
        self.L1 = abs(self.logRegressionLayer.W).sum()
        for hl in self.hiddenLayers:
            self.L1 += abs(hl.W).sum()

        # norme L2 au carré, à utiliser pour la régularisation L2
        self.L2_sqr = (self.logRegressionLayer.W ** 2).sum()
        for hl in self.hiddenLayers:
            self.L2_sqr += (hl.W ** 2).sum()",python,3,0.76,4
"def new_method(model_name):
    def decorator(func):
        @functools.wraps(func)
        def wrapper(*args, **kwargs):
            model_name = func
            return model_name(*args, **kwargs)
        return wrapper
    return decorator",python,3,0.9,4
"def _get_zoneinfo(name: str) -> Optional[ZoneInfo]:
    """"""Validate and return a ZoneInfo, or None if invalid.""""""
    if not name:
        return None
    try:
        return ZoneInfo(name)
    except (KeyError, Exception) as exc:
        logger.warning(
            ""Invalid timezone '%s': %s. Falling back to server local time."",
            name, exc,
        )
        return None",python,0,0.06,229692
"function getGlobal() {
  if (typeof globalThis !== 'undefined') return globalThis;
  if (typeof self !== 'undefined') return self;
  if (typeof window !== 'undefined') return window;
  if (typeof global !== 'undefined') return global;
  return {};
}",javascript,0,0.19,109231
"def eval_svs_main_(filename):


    ######## reference
    ref_iKalaURI= Parameters.iKalaURI + '/Wavfile/'
    ref_fileURI=os.path.join(ref_iKalaURI, filename)

    loader = essentia.standard.MonoLoader(filename= ref_fileURI, downmix='left'    )
    trueKaraoke = loader()

    loader = essentia.standard.MonoLoader(filename= ref_fileURI, downmix='right'    )
    trueVoice = loader()

    ref_iKalaURI= Parameters.iKalaURI + '/Wavfile/mono/'
    ref_file_mono_URI=os.path.join(ref_iKalaURI, filename)

    loader = essentia.standard.MonoLoader(filename= ref_file_mono_URI )
    trueMixed = loader()


    ######## estimated
    estim_iKalaURI= Parameters.iKalaURI + '/Wavfile_resynth/'

    estim_fileURI=os.path.join(estim_iKalaURI,filename)

    loader = essentia.standard.MonoLoader(filename= estim_fileURI  )
    estimatedVoice  = loader()

    estimatedVoice_resized= numpy.zeros((trueMixed.shape))

    diff_length=len(trueMixed) - len(estimatedVoice)
    estimatedVoice_resized[diff_length:]=estimatedVoice

    estimatedKaraoke = trueMixed - estimatedVoice_resized
    norm_est = norm(estimatedVoice_resized + estimatedKaraoke)
    norm_est = 229.0
    norm_true = norm(trueVoice + trueKaraoke)
    a = vstack((estimatedVoice_resized,estimatedKaraoke))
    b = vstack((trueVoice,trueKaraoke))
    (SDR,SIR,SAR, perm) = mir_eval.separation.bss_eval_sources( a / norm_est,  b / norm_true  )
    (NSDR,NSIR,NSAR, perm) = mir_eval.separation.bss_eval_sources( \
        [trueMixed,trueMixed] / norm(trueMixed + trueMixed),\
        [trueVoice,trueKaraoke] / norm(trueVoice + trueKaraoke))
    NSDR=SDR - NSDR

    return NSDR,SIR,SAR",python,2,0.59,4
"def get_members():
    db = get_db()
    members_cur = db.execute('select id, name, email, level from members')
    members = members_cur.fetchall()

    return_values = []

    for member in members:
        member_dict = {}
        member_dict['id'] = member['id']
        member_dict['name'] = member['name']
        member_dict['email'] = member['email']
        member_dict['level'] = member['level']

        return_values.append(member_dict)

    return jsonify({'members' : return_values})",python,2,0.62,4
"def plot_episode_stats(stats, smoothing_window=10, noshow=False):
    # Plot the episode length over time
    fig1 = plt.figure(figsize=(10,5))
    plt.plot(stats.episode_lengths)
    plt.xlabel(""Episode"")
    plt.ylabel(""Episode Length"")
    plt.title(""Episode Length over Time"")
    if noshow:
        plt.close(fig1)
    else:
        plt.show(fig1)

    # Plot the episode reward over time
    fig2 = plt.figure(figsize=(10,5))
    rewards_smoothed = pd.Series(stats.episode_rewards).rolling(smoothing_window, min_periods=smoothing_window).mean()
    plt.plot(rewards_smoothed)
    plt.xlabel(""Episode"")
    plt.ylabel(""Episode Reward (Smoothed)"")
    plt.title(""Episode Reward over Time (Smoothed over window size {})"".format(smoothing_window))
    if noshow:
        plt.close(fig2)
    else:
        plt.show(fig2)

    # Plot time steps and episode number
    fig3 = plt.figure(figsize=(10,5))
    plt.plot(np.cumsum(stats.episode_lengths), np.arange(len(stats.episode_lengths)))
    plt.xlabel(""Time Steps"")
    plt.ylabel(""Episode"")
    plt.title(""Episode per time step"")
    if noshow:
        plt.close(fig3)
    else:
        plt.show(fig3)

    return fig1, fig2, fig3",python,2,0.8,4
"def main() -> int:
    command = sys.argv[1] if len(sys.argv) > 1 else ""<command>""
    notice = DEPRECATION_NOTICE.format(command=command)
    replacement = FORWARDS.get(command)
    if replacement is None:
        raise SystemExit(f""error: {notice}"")
    warnings.warn(notice, DeprecationWarning)
    if len(sys.argv) > 2:
        warnings.warn(f""ignoring extra arguments: {shlex.join(sys.argv[2:])}"")
    print(f""Forwarding to `{shlex.join(replacement)}`."", file=sys.stderr)
    return subprocess.run(replacement).returncode",python,1,0.03,102353
"function change(decimal) {
  if (decimal === Infinity) {
    return 'New file';
  }
  if (decimal === -1) {
    return 'Deleted';
  }
  if (decimal < 0.0001) {
    return '=';
  }
  return percentFormatter.format(decimal);
}",javascript,1,0.19,247209
"    def construct(self):
        intro_words = Text(""""""
            The original motivation for manim was to
            better illustrate mathematical functions
            as transformations.
        """""")
        intro_words.to_edge(UP)

        self.play(Write(intro_words))
        self.wait(2)

        # Linear transform
        grid = NumberPlane((-10, 10), (-5, 5))
        matrix = [[1, 1], [0, 1]]
        linear_transform_words = VGroup(
            Text(""This is what the matrix""),
            IntegerMatrix(matrix),
            Text(""looks like"")
        )
        linear_transform_words.arrange(RIGHT)
        linear_transform_words.to_edge(UP)
        linear_transform_words.set_backstroke(width=5)

        self.play(
            ShowCreation(grid),
            FadeTransform(intro_words, linear_transform_words)
        )
        self.wait()
        self.play(grid.animate.apply_matrix(matrix), run_time=3)
        self.wait()

        # Complex map
        c_grid = ComplexPlane()
        moving_c_grid = c_grid.copy()
        moving_c_grid.prepare_for_nonlinear_transform()
        c_grid.set_stroke(BLUE_E, 1)
        c_grid.add_coordinate_labels(font_size=24)
        complex_map_words = TexText(""""""
            Or thinking of the plane as $\\mathds{C}$,\\\\
            this is the map $z \\rightarrow z^2$
        """""")
        complex_map_words.to_corner(UR)
        complex_map_words.set_backstroke(width=5)

        self.play(
            FadeOut(grid),
            Write(c_grid, run_time=3),
            FadeIn(moving_c_grid),
            FadeTransform(linear_transform_words, complex_map_words),
        )
        self.wait()
        self.play(
            moving_c_grid.animate.apply_complex_function(lambda z: z**2),
            run_time=6,
        )
        self.wait(2)",python,1,0.03,90614
"def evaluate_turn_regex(
    tool_results: List[Dict[str, Any]],
    agent_reply: str,
) -> Tuple[str, Optional[str]]:
    """"""Cheap regex check on a finished turn.

    Returns (""failure"", reason) on a detected problem, (""ok"", None)
    otherwise. The caller decides whether to short-circuit or fall
    back to an LLM self-eval.
    """"""
    # Any tool returned an explicit error field?
    for r in tool_results or []:
        if not isinstance(r, dict):
            continue
        if r.get(""error""):
            return (""failure"", f""tool returned error: {r.get('error')!r}"")
        text = r.get(""results"") or r.get(""output"") or r.get(""response"") or """"
        if isinstance(text, str):
            for pat in _TOOL_ERROR_PATTERNS:
                if pat.search(text):
                    snippet = text[:120].strip()
                    return (""failure"", f""tool result matched error pattern {pat.pattern!r}: {snippet!r}"")

    # Agent verbally gave up?
    if isinstance(agent_reply, str) and agent_reply:
        for pat in _REPLY_GIVE_UP_PATTERNS:
            m = pat.search(agent_reply)
            if m:
                return (""failure"", f""agent reply matched give-up pattern {pat.pattern!r}"")

    return (""ok"", None)",python,1,0.11,85267
"    def train(self, weights, train_set_x, train_set_y, x, y, w, reg_L1, reg_L2,
              learning_rate=0.01, n_epochs=1000, batch_size=20, type_grad = 'nesterov',
              valid_set_x = None, valid_set_y = None):
        """"""
        Entrainer un réseau de neurones avec le principe forward/backwark propagation
        et descente de gradient. Si les données de validation sont utilisés,
        l'apprentissage utilisera le principe du ""early stopping""

        Paramètres
        weights: vecteur de float -> poids associés à chaque exemple d'apprentissage
        train_set_x: theano.tensor.dmatrix -> tensor symbolique des features
        train_set_y: theano.tensor.lvector -> tensor symbolique représentant les labels
        learning_rate: float
        x = T.matrix('x')
        y= T.ivector('y')
        w = T.dvector('w')
        reg_L1:      int -> paramètre de régularisation L1
        reg_L2:      int -> paramètre de régularisation L2
        learning_rate: float -> pas de la descente de gradient
        n_epochs:    int -> nombre d'epochs pour l'entrainement
        batch_size:  int -> taille du batch (si égal à 1 descente stochastique
        type_grad:   string -> type de la descente de gradiant ('nesterov' ou 'standard')
       """"""

        # compute number of minibatches for training, validation and testing
        n_train_batches = train_set_x.get_value(borrow=True).shape[0] // batch_size


        # the cost we minimize during training is the quadratic loss of
        # the model
        cost = (
            self.negative_log_likelihood(y, w)
            + reg_L1 * self.L1
            + reg_L2 * self.L2_sqr
        )

        # compiling a Theano function that computes the mistakes that are made
        # by the model on a minibatch

        # start-snippet-5
        # compute the gradient of cost with respect to theta (sorted in params)
        # the resulting gradients will be stored in a list gparams
        gparams = [T.grad(cost, param) for param in self.params]
        #print([pp(T.grad(cost, param)) for param in self.params])
        # specify how to update the parameters of the model as a list of
        # (variable, update expression) pairs

        # given two lists of the same length, A = [a1, a2, a3, a4] and
        # B = [b1, b2, b3, b4], zip generates a list C of same size, where each
        # element is a pair formed from the two lists :
        #    C = [(a1, b1), (a2, b2), (a3, b3), (a4, b4)]
        if (type_grad == 'nesterov'):
            updates = nesterov_momentum(cost, self.params, learning_rate=0.01, momentum= 0.5)
        else:
            updates = [
                (param, param - learning_rate * gparam)
                for param, gparam in zip(self.params, gparams)
            ]

        index = T.lscalar()
        indices = T.lvector()
        # compiling a Theano function `train_model` that returns the cost, but
        # in the same time updates the parameter of the model based on the rules
        # defined in `updates`

        longueur = train_set_x.get_value(borrow=True).shape[0]
#        np.random.seed(1234)
        indices_val = np.arange(longueur)
#        np.random.shuffle(indices_val)


        train_model = theano.function(
            inputs=[index, indices],
            outputs=cost,
            updates=updates,
            givens={
                x: train_set_x[indices[index: (index + batch_size)]],
                y: train_set_y[indices[index: (index + batch_size)]],
                w: weights[indices[index: (index + batch_size)]]
            }
        )
        ###############
        # TRAIN MODEL #
        ###############
        print('... training')
        print('on fait un shuffle du train')

        # Train and shuffle the inputs
        if ((valid_set_x == None) or (valid_set_y == None)):
            for epoch in range(n_epochs):
                #tstart = time.time()
                for start_indx in range(0, longueur - batch_size +1, batch_size):
                    np.random.shuffle(indices_val)
                    #print(weights.get_value(borrow = True)[minibatch_index * batch_size: (minibatch_index + 1) * batch_size])
                    #print(sum(weights.get_value(borrow = True)[minibatch_index * batch_size: (minibatch_index + 1) * batch_size]))
                    minibatch_avg_cost = train_model(start_indx, indices_val)",python,3,0.9,4
"function header(name) {
  if (!name) {
    throw new TypeError('name argument is required to req.get');
  }

  if (typeof name !== 'string') {
    throw new TypeError('name must be a string to req.get');
  }

  var lc = name.toLowerCase();

  switch (lc) {
    case 'referer':
    case 'referrer':
      return this.headers.referrer
        || this.headers.referer;
    default:
      return this.headers[lc];
  }
}",javascript,1,0.27,69353
"def displayimage(index, x, y, type_donnees = 'tensor', pred = None, string= None):

    if (type_donnees == 'tensor'):
        y = y.eval()
        x = x.get_value()

    if (len(index)> 16):
        index = index[0:16]

    for count, i in enumerate(index):
        image = x[i]
        rrows = np.int(np.sqrt(len(index)))
        pl.subplot(rrows, np.int(len(index)/rrows), count+1).imshow(image.reshape(28, 28), cmap=pl.cm.gray)
        pl.title('vrai: %s et predit: %s' % (y[i], pred[i]))
        pl.axis('off')

    if (string != None):
        pl.savefig(string)
    else:
        pl.show()",python,3,0.62,4
"def json_records_envelop(data):
    return jsonify({
        'status' : 'OK',
        'code' : 200,
        'data' : data,
        'message' : 'Success'
    })",python,3,0.7,4
"async def compress_body(request: web.Request, handler):
    accept_encoding = request.headers.get(""Accept-Encoding"", """")
    response: web.Response = await handler(request)
    if not isinstance(response, web.Response):
        return response
    if response.content_type not in [""application/json"", ""text/plain""]:
        return response
    if response.body and ""gzip"" in accept_encoding:
        response.enable_compression()
    return response",python,1,0.09,127142
"function prepareTooltip(d, position) {
      var tableRows = { ancectors: [], node: [], children: [] };
      var linkParams = [];
      var tooltipHref = panel.linkTemplate;
      var totalValue = d.value;

      // d's ancectors
      var ancectors = getAncestors(d);
      var i = 0;
      if (ancectors.length > 0) {
        if (ancectors[topDepth]) {
          totalValue = ancectors[topDepth].value;
        }

        _.each(ancectors, function(node) {
          tableRows.ancectors.push(
            tooltipLine(node, (topDepth <= node.depth) ? totalValue : null)
          );

          if (panel.linkTemplate) {
            tooltipHref = tooltipHref.replace('\$' + String(i++), node.key);
          }
        });
      }

      // d itself
      tableRows.node.push(tooltipLine(d, totalValue));
      if (panel.linkTemplate) {
        tooltipHref = tooltipHref.replace('\$' + String(i), d.key);
      }

      // d's Children
      if (d.children && d.children.length > 0) {
        _.each(d.children, function(node, i) {
          tableRows.children.push(tooltipLine(node, totalValue));
        });
      }

      var rtn = {
        tableRows:   tableRows,
        tooltipHref: tooltipHref,
        position:    { x: position[0], y: position[1] }
      };
      return rtn;
    }",javascript,3,0.9,4
"async def application_lifespan(_: FastAPI):
    """"""集中处理 API 进程启动恢复和关闭日志。""""""
    logger.info(""startup event"")

    # 跨平台发布由当前进程线程池执行，不会在服务重启后恢复。启动时把 Redis
    # 中确认已失去执行进程的活动状态收敛为失败，避免任务永久无法删除。
    from app.services import task as task_service

    task_service.recover_interrupted_cross_posts()
    try:
        yield
    finally:
        logger.info(""shutdown event"")",python,0,0.08,102853
"var triggerEvent = function(evt, evtData) {
        xDebug.call(this, arguments.callee.name, arguments);
        this.options.$eleBtn.trigger(evt, [evtData]);
        $(this).trigger(evt + ""."" + this.apexname, [evtData]);
    }",javascript,2,0.9,4
"    def initialize(self, version, build_data):
        super().initialize(version, build_data)
        stderr.write('>>> Building Open Webui frontend\n')
        npm = shutil.which('npm')
        if npm is None:
            raise RuntimeError('NodeJS `npm` is required for building Open Webui but it was not found')
        stderr.write('### npm install\n')
        subprocess.run([npm, 'install', '--force'], check=True)  # noqa: S603
        stderr.write('\n### npm run build\n')
        os.environ['APP_BUILD_HASH'] = version
        node_options = os.environ.get('NODE_OPTIONS', '')
        if '--max-old-space-size' not in node_options:
            os.environ['NODE_OPTIONS'] = f'{node_options} --max-old-space-size=8192'.strip()
        subprocess.run([npm, 'run', 'build'], check=True)  # noqa: S603",python,1,0.05,148633
"function init() {
  var router = null;

  this.cache = Object.create(null);
  this.engines = Object.create(null);
  this.settings = Object.create(null);

  this.defaultConfiguration();

  // Setup getting to lazily add base router
  Object.defineProperty(this, 'router', {
    configurable: true,
    enumerable: true,
    get: function getrouter() {
      if (router === null) {
        router = new Router({
          caseSensitive: this.enabled('case sensitive routing'),
          strict: this.enabled('strict routing')
        });
      }

      return router;
    }
  });
}",javascript,1,0.25,69353
"def get_distribution(name: str) -> Optional[Dict[str, any]]:
    """"""
    Get a toolset distribution by name.

    Args:
        name (str): Name of the distribution

    Returns:
        Dict: Distribution definition with description and toolsets
        None: If distribution not found
    """"""
    return DISTRIBUTIONS.get(name)",python,1,0.14,229692
